final_eq,max_dd,min_eq
155876.80316549528,-1290.0399999999936,4914.320000000004
142853.57585394356,-1121.351554979934,4996.7599999999975
147133.33413413004,-1400.6196106005227,4922.279999999997
163573.61861808226,-1437.018293932255,4884.11878405265
154884.2158481702,-1663.4400000000533,4899.5999999999985
146627.02795022918,-1465.019961479411,4993.279999999996
168745.12104136075,-1111.199999999997,5102.599999999983
150948.62575788042,-1313.6348990729311,4959.319999999991
151491.62651984024,-1577.861469383788,4683.405180404116
164412.07871541925,-1424.7426116305578,5006.7599999999975
163876.38517395244,-1161.3225639157463,4944.519999999999
160239.39769284616,-1098.7234589258078,4903.439999999969
160125.98472073177,-1290.3199999999997,4977.040000000003
149335.00091567347,-1415.1635869738457,4975.759999999998
149170.00876041586,-1261.6400000000467,4970.039999999998
154355.89294648045,-1209.1398733332026,4993.039999999995
159835.44924230807,-1642.7683432793274,4921.319999999991
159508.0195768707,-1511.3855990157463,4939.185913585603
155677.51285595744,-1234.9250403344995,4977.519999999996
132644.80721238384,-1501.6058243104635,4887.400000000008
150500.02285873416,-1125.6799999999948,4980.519999999998
172888.4873171634,-1352.4000000000306,4989.2799999999925
156637.8862839568,-1132.162866622646,4986.759999999999
160125.6209218938,-1080.4399999999878,4912.879999999961
153224.88996537705,-1246.1817029189915,4992.760000000001
159992.59821405273,-1738.7784477874375,4865.959999999962
165038.8995414013,-1322.5060395915111,3825.8939604084803
158233.7760761691,-2336.3200000002544,4849.020126666846
147262.56835605338,-1560.6400000001304,4894.804131000293
152810.29493378667,-1155.6400000000212,5015.479999999965
151051.2152712303,-1774.5512142718144,4989.799999999999
149416.0057138351,-1288.5648104298016,4656.959999999997
146235.51741547696,-1040.14511592475,4813.71286375716
151892.5709723866,-1022.7137776949094,4848.120000000002
143973.21387746092,-1097.5607212601171,4932.87999999998
160011.06917288734,-1320.807068437527,4440.935858621122
164181.21188938498,-1141.1599999999162,4790.855581164821
155137.91145174555,-1185.4918894087168,4590.519999999927
156822.86929666265,-1454.8117861063147,4945.759999999998
147124.61659701105,-1916.0503460986583,4866.477782505628
134811.01364396996,-1639.60000000101,4790.039999999932
157720.1410383693,-1072.9599999999991,4981.759999999999
147075.29760580434,-1627.4634348463878,5233.759999999996
157209.55742112373,-2089.4093450575747,4851.959999999979
162638.1329920706,-1418.3858337996644,4857.849369908483
164109.20941392795,-1150.4400000000169,4952.319999999992
157944.14377062712,-1081.9600000000064,4783.519999999971
159985.84329294472,-1254.6782197870198,4989.759999999997
163788.86577918884,-1091.2400000001362,4969.519999999996
162407.61454626932,-1200.4473869786016,5027.759999999998
136140.16210788267,-1638.761232091143,4609.3939720427725
165161.6087387585,-1279.137021464936,4997.039999999996
163311.6904112896,-1200.8140036007535,4941.599999999983
157363.55803897994,-1928.8813854045584,4965.359999999981
165860.54322976756,-1368.4799999992829,4777.948503462051
150558.5302558176,-1365.7105710891192,4743.610861979831
